MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
-0.9088117904641699,-0.9283272135687498,-0.9785125408025889,0.27972598759746015,5.423384753863406,0.0022080862806313287,-1.170735822490877,1.2425814726997908
0.47603095780553334,1.85516758972497,-0.72959975355317,0.7507856084894899,-0.7105756572038735,-0.14959097269786142,1.0166044453824403,-1.4119758188132892
-0.5966656140499408,-0.45115667586125496,-0.2496790531597616,-0.12132385211480706,0.3119124555170496,0.035070463277816766,-0.8007146636857547,0.6388193819609104
-0.3215180486657579,1.5370538979199735,-0.1366251035370223,0.0910902130588575,-0.7125121877203904,-0.05772492018150596,-0.7117222330870554,0.7585738462397004
-0.7557649044394561,0.5031843995537346,-0.46722757726897013,0.09312017935346499,-0.4084768966272371,-0.06232410293198579,-1.3534044958250517,1.2675303194245362
0.870647722390576,-1.087384059471248,0.10975731784056049,-0.3458909396035676,0.2615626620876102,0.17111274094767442,0.7824138385437551,-1.1175794274612734
-0.08621109288291878,1.298468629066226,-0.3171668072973018,0.04379452322819555,-0.33779353277437024,0.08647756421396006,-0.7726117908651148,0.6138705352361649
4.476775502145518,-0.13304298405625845,1.4087665884953982,0.13936807442020957,-0.7347822886603347,-0.062397261129123895,-0.7070384209502827,0.5739523804765706
-0.18183908184677897,-1.3259693283249954,0.45840800476777804,0.16196390264162283,2.4256355142952453,0.04720554700914396,0.5013851103373355,-0.9828556551476417
0.8131235661233778,-0.45115667586125496,0.695895311326171,0.11785440360321174,2.5185889790880567,0.04810539689133681,-0.7772956030018876,0.833420386413937
-1.5882599674170779,1.1394117831637278,-1.158367488677725,-0.258384156014838,-0.6553845374831418,0.01107467473381707,-0.7913470394122092,0.6587784593407111
-0.7328710270595554,-1.0078556365199989,-0.916296848237115,0.13208281312287606,1.3905599532169628,-0.06644681486845284,-1.1520005739437826,1.1078577003861592
-0.28972976834975817,0.9008265143099803,-0.49279402119880245,0.09724025909215102,-0.6892738215221875,-0.0683556954189783,0.9041929540998738,-1.367067894708743
-0.5568250044485968,-0.21257140700750757,0.09984932003964572,-0.11628428435143444,-0.47528719944707015,-0.05241360105411914,2.0142564305152404,-0.6884592637956259
0.1545167120266554,-1.0078556365199989,0.6139926364588912,-0.25303595824226977,-0.3755558778464498,0.07385935261060764,-1.166052010354104,1.22262239531999
0.30851093090846826,-0.13304298405625845,0.1498441643438777,-0.5585638764271137,0.04370297897945898,0.06604792699944063,-0.6836193602664121,0.18974014091546945
-0.7406602083290389,0.5031843995537346,0.11056951243320132,-0.37611898456653065,-0.6069712745702193,-0.08768039525835628,1.3959932284611114,-0.9080091149733981
0.09194011385492747,-1.4054977512762445,-1.1335772117957985,-0.41773237638428357,1.2888921010998255,0.1394175458389002,0.8105167113643984,-1.1375385048410669
-0.17852341684693132,0.741769668407482,0.0815976317209573,-0.16980724824164498,-0.1286482369905451,0.12195085591864366,-0.796030851548982,0.6837273060654566
-0.7432390588844761,-0.21257140700750757,-0.6044332023517355,0.3407736572899695,-0.22353823229987319,0.016095972481103966,-0.7351412937709226,0.9481850813477749
-0.2702041855728775,-0.9283272135687498,0.4224412178635397,0.06539946843722258,0.19281582875126027,0.00510053317460114,-0.7351412937709226,1.0928883923513104
-0.35288529215638,0.26459913069998725,0.15382246467297472,-0.15363324791763658,-0.6427970891257819,-0.025559466720109402,1.105596875981143,-1.2323441223951113
-1.1008572124394729,-1.1669124824224972,-0.8798861006943008,-0.10901879894125535,-0.4636680163479687,-0.12554958813445752,1.9346316241900867,-1.022773809907236
0.7565467427132789,0.3441275536512364,0.20111486843671697,0.1188442669526936,-0.3581271031977977,-0.009568467475598566,-0.557156432573524,0.20969921829526306
-0.36246387993371776,0.5827128225049838,0.6769598196706212,-0.10774407723565173,-0.5450022980416785,-0.021029001117887733,-0.1590324009477585,-0.5387661834471457
-0.5138266186569217,0.1850707077487381,-0.8712033994703602,-0.23048846392438688,-0.3426348590656625,-0.14753421430856428,-0.7210898573606009,0.5989012272013161
1.9207135648820104,-1.0078556365199989,1.0113817126646352,-0.003218377459374086,0.06500481466114488,-0.07637168268685103,1.030655881792762,-1.2922213545344992
